Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value, Class
-0.9256155577206787,0.38911551130331623,0.03757345746510899,-0.28783039962466106,-0.7004107195200682,-0.8515938546954485,-0.5503404992871813,-0.7206694293004401,-0.7613282729713005,-0.5746620628564985,-1.307159887476302,-0.29040893477575763,0.0
0.19494132422403215,-1.0486532692207586,-0.6199620481742981,-0.28783039962466106,-0.7130249837843042,-0.0241998988013379,-0.6517545714102275,-0.33967902650844206,-0.46709696254736843,-0.5746620628564985,-1.0074815291356434,-0.29040893477575763,0.0
0.19494132422403215,-0.641285448072271,0.03757345746510899,-0.28783039962466106,-0.5187097170060662,0.5007382723436901,-0.5457837541447667,0.2520895199864671,-0.16186805565840892,-0.5746620628564985,0.8499843315704217,-0.29040893477575763,0.0
0.19494132422403215,0.17345019422470517,0.03757345746510899,-0.28783039962466106,-0.400823577804489,0.267432418501455,-0.38682752824657524,0.1650647337372158,-0.22562592553077154,-0.5746620628564985,0.6178010989821628,-0.29040893477575763,0.0
0.19494132422403215,0.5808180153731931,1.352644468743923,-0.28783039962466106,1.0448449504788984,1.9005733953970974,0.743527855918343,0.9656927672303283,1.173240771668825,-0.5746620628564985,0.26952625009977615,-0.29040893477575763,0.0
0.19494132422403215,0.9881858365216807,0.03757345746510899,-0.28783039962466106,2.191127461850881,0.38408534542257267,2.6510025666966426,0.008420118488563416,-0.4199922676416679,-0.5746620628564985,1.1982591804528084,-0.29040893477575763,0.0
0.19494132422403215,-1.0486532692207586,-0.6199620481742981,-0.28783039962466106,-0.46436011517377374,-0.0241998988013379,-0.28085671098111387,-0.409298855507843,-0.6990518995830156,1.7401531519746662,0.38561786639390505,-0.29040893477575763,0.0
-0.9256155577206787,0.24533863325090896,-0.6199620481742981,-0.28783039962466106,1.49096818505223,0.11951169673550226,0.4361418386369958,1.8654057148308565,2.6148276403229453,-0.5746620628564985,0.4747114323870734,-0.29040893477575763,0.0
0.19494132422403215,0.17345019422470517,1.352644468743923,-0.28783039962466106,1.2310540976656728,-0.6074645334069242,1.3793527595111095,-0.3048691120087417,0.05153048641438647,-0.5746620628564985,-1.936214459488675,-0.29040893477575763,0.0
1.315498206168743,0.7166072890893558,0.6951089631045161,-0.28783039962466106,-0.22395576843264015,1.3756352242520693,-0.4839674440732478,1.6618910572243397,1.831041182851968,-0.5746620628564985,0.6178010989821628,-0.29040893477575763,0.0
